SRC_ID	TGT_ID	SRC_LANG	TGT_LANG	SRC_SENT	TGT_SENT	PRED
2202905	4784794	eng	kan	Mary is gorgeous.	ಮೇರಿ ಸೌಂದರ್ಯವಾಗಿದ್ದಾಳೆ.	ಮಹಿಳೆ ಬಹುಕಾಂತೀಯ.
2237161	4776861	eng	kan	Tom liked you.	ಟಾಮ್ ನಿನ್ನನ್ನು ಬಯಸಿದನು.	ಟಾಮ್ ನಿಮ್ಮನ್ನು ಇಷ್ಟಪಟ್ಟಿದ್ದಾರೆ.
2240217	4776457	eng	kan	Tom woke up.	ಟಾಮ್ ಏಳಿದನು.	ಟಾಮ್ ಎಚ್ಚರವಾಯಿತು.
2243698	4774749	eng	kan	They're useless now.	ಅವರು ಏನಕ್ಕೂ ಉಪಯೋಗವಿಲ್ಲ.	ಅವರು ಈಗ ನಿಷ್ಪ್ರಯೋಜಕರಾಗಿದ್ದಾರೆ.
2249423	4774747	eng	kan	Just go inside.	ಒಳಗೆ ಹೋಗು ಅಷ್ಟೇ.	ಒಳಗೆ ಹೋಗಿ.
2275257	4774624	eng	kan	Don't let Tom do it.	ಟೊಮನ್ನು ಅದನ್ನು ಮಾಡಕ್ಕೆ ಬಿಡಬೇಡಿ.	ಟಾಮ್ ಅದನ್ನು ಮಾಡಲು ಬಿಡಬೇಡಿ.
2301299	4776871	eng	kan	I can recommend a good lawyer.	ನಾನು ನಿಮಗೆ ಒಳ್ಳೆಯ ವಕೀಲರನ್ನು ಸೊಚಿಸಬಹುದು.	ನಾನು ಉತ್ತಮ ವಕೀಲರನ್ನು ಶಿಫಾರಸು ಮಾಡಬಹುದು.
2301371	4783914	eng	kan	I can tell this is difficult for you.	ಇದು ನಿಮಗೆ ಕಷ್ಟವಿದೆ ಎಂದು ನನಗೆ ತಿಳಿದು ಬರುತ್ತದೆ.	ಇದು ನಿಮಗೆ ಕಷ್ಟ ಎಂದು ನಾನು ಹೇಳಬಲ್ಲೆ.
2318300	4783974	eng	kan	I don't know what came over me.	ನನಗೆ ಏನಾಯಿತು ಅಂತ ನನಗೇನೆ ಗೊತ್ತಿಲ್ಲ.	ನನ್ನ ಮೇಲೆ ಏನಾಯಿತು ಎಂದು ನನಗೆ ಗೊತ್ತಿಲ್ಲ.
2331798	4784785	eng	kan	I had to get some money.	ನಾನು ಸ್ವಲ್ಪ ದುಡ್ಡನ್ನು ತೆಗೆದುಕೊಂಡು ಬರಬೇಕಾಗಿತ್ತು.	ನಾನು ಸ್ವಲ್ಪ ಹಣವನ್ನು ಪಡೆಯಬೇಕಾಗಿತ್ತು.
2358934	4776867	eng	kan	I've always believed that.	ನಾನು ಎಂದಿಗೂ ಅದನ್ನೇ ನಂಬಿದ್ದೇನೆ.	ನಾನು ಯಾವಾಗಲೂ ಅದನ್ನು ನಂಬಿದ್ದೇನೆ.
2361707	4774665	eng	kan	I suggest we don't even try.	ನಾವು ಪ್ರಯತ್ನಿಸದೇ ಬೇಡ ಅಂತ ಸೂಚಿಸುತ್ತೇನೆ.	ನಾವು ಪ್ರಯತ್ನಿಸುವುದಿಲ್ಲ ಎಂದು ನಾನು ಸೂಚಿಸುತ್ತೇನೆ.
2362200	4775547	eng	kan	I just got back.	ನಾನು ಈಗ ತಾನೇ ವಾಪಸ್ಸು ಬಂದೆ.	ನಾನು ಹಿಂತಿರುಗಿದೆ.
2375611	4774191	eng	kan	My goal is to learn your language.	ನಿನ್ನ ಭಾಷೆ ಕಲಿಯುವುದೇ ನನ್ನ ಗುರಿ.	ನಿಮ್ಮ ಭಾಷೆಯನ್ನು ಕಲಿಯುವುದು ನನ್ನ ಗುರಿ.
2389548	4775511	eng	kan	I only wish to help you.	ನಿಮ್ಮನ್ನು ಸಹಾಯ ಮಾಡುವುದಕ್ಕೆ ಆಶಿಸುತ್ತೇನೆ.	ನಾನು ನಿಮಗೆ ಸಹಾಯ ಮಾಡಲು ಬಯಸುತ್ತೇನೆ.
2390878	4774664	eng	kan	I really owe you an apology.	ನಿಜವಾಗಿಯೂ ನಾನು ನಿಮಗೆ ಕ್ಷಮೆ ಕೋರಬೇಕು.	ನಾನು ನಿಮಗೆ ಕ್ಷಮೆಯಾಚಿಸುತ್ತೇನೆ.
2406410	4774750	eng	kan	I should've gotten up earlier this morning.	ನಾನು ಇವತ್ತು ಬೆಳಿಗ್ಗೆ ಬೇಗ ಏಳಬೇಕಾಗಿತ್ತು.	ನಾನು ಈ ಬೆಳಿಗ್ಗೆ ಮೊದಲೇ ಎದ್ದೇಳಬೇಕು.
2408147	4776864	eng	kan	I think that went well.	ಚನ್ನಾಗಿ ನಡೆಯಿತು ಅಂತ ಅನಿಸುತ್ತೆ.	ಅದು ಚೆನ್ನಾಗಿ ಹೋಯಿತು ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ.
2537173	4774759	eng	kan	You would've gotten away with it if Tom hadn't told on you.	ಒಂದು ವೇಳೆ ಟಾಮ್ ನಿನ್ನ ಬಗ್ಗೆ ಹೇಳಲಿಲ್ಲವೆಂದರೆ ತಪ್ಪಿಸಿಕೊಳ್ಳಬಹುದಾಗಿತ್ತು.	ಟಾಮ್ ನಿಮ್ಮ ಮೇಲೆ ಹೇಳದಿದ್ದರೆ ನೀವು ಅದರಿಂದ ದೂರವಿರುತ್ತಿದ್ದೀರಿ.
2540429	4776781	eng	kan	These are Tom's glasses, not mine.	ಇದು ಟಾಮಿನ ಕನ್ನಡಕ, ನನ್ನದಿಲ್ಲ.	ಇವು ಟಾಮ್ನ ಕನ್ನಡಕ, ನನ್ನಲ್ಲ.
2541034	4783951	eng	kan	I wondered the same thing myself.	ಅದೇ ಪ್ರಶ್ನೆ ನನ್ನನ್ನೇ ಕೇಳಿದೆ.	ನಾನು ಅದೇ ವಿಷಯವನ್ನು ಆಶ್ಚರ್ಯ ಪಡುತ್ತೇನೆ.
2541323	4783915	eng	kan	I'm sorry I missed your concert.	ಕ್ಷಮಿಸಿ ನಿಮ್ಮ ಕಛೇರಿಗೆ ಬರುವದಕ್ಕೆ ಆಗಲಿಲ್ಲ.	ಕ್ಷಮಿಸಿ ನಾನು ನಿಮ್ಮ ಗೋಷ್ಠಿಯನ್ನು ತಪ್ಪಿಸಿಕೊಂಡೆ.
2545062	4774190	eng	kan	You are in love with him.	ನೀನು ಅವನನ್ನು ಪ್ರೀತಿಸುತ್ತಿದ್ದೀಯ.	ನೀವು ಅವನನ್ನು ಪ್ರೀತಿಸುತ್ತಿದ್ದೀರಿ.
2644890	4776794	eng	kan	Tom is ready for you now.	ಟಾಮ್ ಈಗ ನಿಮಗೆ ತಯಾರಾಗಿದ್ದಾನೆ.	ಟಾಮ್ ಈಗ ನಿಮಗಾಗಿ ಸಿದ್ಧರಾಗಿದ್ದಾರೆ.
2644923	4776838	eng	kan	Tom had almost forgotten.	ಟಾಮ್ ಬಹುಮಟ್ಟಿಗೆ ಮರೆತುಬಿಟ್ಟಿದ್ದನು.	ಟಾಮ್ ಬಹುತೇಕ ಮರೆತಿದ್ದ.
2648982	4775449	eng	kan	See you at 2:30.	ಎರಡು ವರೆಗೆ (೨.೩೦ ಗೆ) ನಿನ್ನನ್ನು ನೋಡುತ್ತೇನೆ.	ನಿಮ್ಮನ್ನು 2.30 ಕ್ಕೆ ನೋಡೋಣ.
2742244	8902972	eng	kan	Hi!	ಹಾಯ್	ಹಾಯ್!
2744171	4784789	eng	kan	Last night, I read a book.	ನೆನ್ನೆ ರಾತ್ರಿ ನಾನು ಒಂದು ಪುಸ್ತಕವನ್ನು ಓದಿದೆ.	ಕಳೆದ ರಾತ್ರಿ, ನಾನು ಪುಸ್ತಕ ಓದಿದ್ದೇನೆ.
2828986	4776455	eng	kan	I don't see the small car.	ಚಿಕ್ಕ ಕಾರನ್ನು ಕಾಣುವುದಿಲ್ಲ.	ನಾನು ಸಣ್ಣ ಕಾರನ್ನು ನೋಡುವುದಿಲ್ಲ.
2835777	4774653	eng	kan	Can we go inside?	ನಾವು ಒಳಗಡೆ ಹೋಗಬಹುದಾ?	ನಾವು ಒಳಗೆ ಹೋಗಬಹುದೇ?
2892018	4784804	eng	kan	That's all Tom needed.	ಅದಷ್ಟೇ ಟಾಮಿಗೆ ಬೇಕಾಗಿದ್ದು.	ಟಾಮ್ ಗೆ ಬೇಕಾಗಿರುವುದು ಅಷ್ಟೇ.
2951980	4775518	eng	kan	I didn't know that Tom spoke French.	ನನಗೆ ಟಾಮ್ ಫ್ರೆಂಚ್ ಮಾತಾಡುತ್ತಾನೆ ಅಂತ ಗೊತ್ತೇ ಇರಲಿಲ್ಲ.	ಟಾಮ್ ಫ್ರೆಂಚ್ ಮಾತನಾಡಿದ್ದಾರೆಂದು ನನಗೆ ತಿಳಿದಿರಲಿಲ್ಲ.
2953143	4776833	eng	kan	It's my fault that you were fired.	ನಿನ್ನನ್ನು ಕೆಲಸದಿಂದ ತೆಗೆದಿರುವುದಕ್ಕೆ ನಾನೇ ಕರಣ ಮತ್ತು ನಂದೇ ತಪ್ಪು.	ನಿಮ್ಮನ್ನು ಗುಂಡು ಹಾರಿಸಿರುವುದು ನನ್ನ ತಪ್ಪು.
2958227	4776865	eng	kan	Tom stared sadly out the window.	ಟಾಮ್ ಕಿಟಕಿಯ ಹೊರಗೆ ದುಃಖದಿಂದ ನೋಡುತ್ತಲಿರುತ್ತಿದ್ದನು.	ಟಾಮ್ ಕಿಟಕಿಯ ದುಃಖದಿಂದ ನಟಿಸಿದರು.
3079578	4774193	eng	kan	It very likely is going to be dangerous.	ಅಪಾಯ ಇರುವುದಕ್ಕೆ ಬಹಳ ಸಾಧ್ಯತೆ ಇದೆ.	ಇದು ಅಪಾಯಕಾರಿ ಎಂದು ಬಹಳ ಸಾಧ್ಯತೆ ಇದೆ.
3126715	4784818	eng	kan	I forgot Tom was the one who taught you how to play the guitar.	ಟಾಮ್ ನಿಮಗೆ ಗಿಟಾರ್ ಭಾರಿಸುವುದಕ್ಕೆ ಹೇಳಿಕೊಟ್ಟನೆಂದು ನನಗೆ ಮರೆತುಹೋಯಿತು.	ಗಿಟಾರ್ ಅನ್ನು ಹೇಗೆ ಆಡಬೇಕೆಂದು ನಾನು ನಿಮಗೆ ಕಲಿಸಿದ ಟಾಮ್ ಅನ್ನು ನಾನು ಮರೆತಿದ್ದೇನೆ.
3127919	4775494	eng	kan	Can you suggest another solution?	ಇನ್ನೊಂದು ಪರಿಹಾರವನ್ನು ಸುಚಿಸುತ್ತೀರಾ?	ನೀವು ಇನ್ನೊಂದು ಪರಿಹಾರವನ್ನು ಸೂಚಿಸಬಹುದೇ?
3131001	4784806	eng	kan	A great deal has happened since that time.	ಅಂದಿನಿಂದ ಬಹಳಷ್ಟು ಘಟನೆಗಳು ನಡೆದಿವೆ.	ಆ ಸಮಯದಿಂದ ಬಹಳಷ್ಟು ಸಂಭವಿಸಿದೆ.
3161834	4784808	eng	kan	Tom promised to help me, but he didn't.	ಟಾಮ್ ಸಹಾಯ ನೀಡುತ್ತಾನೆಂದು ನನಗೆ ಭರವಸೆ ಕೊಟ್ಟನು ಆದರೆ ಕೊಡಲಿಲ್ಲ.	ಟಾಮ್ ನನಗೆ ಸಹಾಯ ಮಾಡುವುದಾಗಿ ಭರವಸೆ ನೀಡಿದ್ದರು, ಆದರೆ ಅವರು ಮಾಡಲಿಲ್ಲ.
3170979	4783932	eng	kan	You have to tell Tom.	ನೀವು ಟಾಮಿಗೆ ಹೇಳಲೇಬೇಕು.	ನೀವು ಟಾಮ್ ಗೆ ಹೇಳಬೇಕು.
3178325	4784809	eng	kan	You need to stay awake.	ನೀವು ಎಚ್ಚರವಾಗಿರಬೇಕು.	ನೀವು ಎಚ್ಚರವಾಗಿರಬೇಕು.
3184901	4774742	eng	kan	Tom stayed with me.	ಟಾಮ್ ನನ್ನ ಜೊತೆ ಉಳಿದುಕೊಂಡನು.	ಟಾಮ್ ನನ್ನೊಂದಿಗೆ ಇರುತ್ತಾನೆ.
3202633	4774760	eng	kan	Maybe Tom doesn't tell you everything.	ಬಹುಷಃ ಟಾಮ್ ನಿನಗೆ ಎಲ್ಲದರ ಬಗ್ಗೆ ಹೇಳಲ್ಲ.	ಬಹುಶಃ ಟಾಮ್ ನಿಮಗೆ ಎಲ್ಲವನ್ನೂ ಹೇಳುವುದಿಲ್ಲ.
3204603	4776851	eng	kan	You have to tell me exactly what I need to do.	ನಾನು ಏನನ್ನು ಮಾಡಬೇಕೆಂದು ಸರಿಯಾಗಿ ನೀವು ಹೇಳಬೇಕು.	ನಾನು ಏನು ಮಾಡಬೇಕೆಂದು ನೀವು ನಿಖರವಾಗಿ ಹೇಳಬೇಕು.
3286976	4784797	eng	kan	There's nothing in the bucket.	ಬಾದಲಿಯಲ್ಲಿ ಏನೂ ಇಲ್ಲ.	ಬಕೆಟ್ ನಲ್ಲಿ ಏನೂ ಇಲ್ಲ.
3287075	4784811	eng	kan	Do you think it means something?	ಅದಕ್ಕೆ ಅರ್ಥ ಇದೆ ಎಂದು ನಿಮಗೆ ಅನಿಸುತ್ತಾ?	ಇದು ಏನಾದರೂ ಎಂದು ನೀವು ಭಾವಿಸುತ್ತೀರಾ?
3311967	4784799	eng	kan	We'll think of another way.	ಬೇರೆ ರೀತಿಯಲ್ಲಿ ಯೋಚನೆ ಮಾಡೋಣ.	ನಾವು ಇನ್ನೊಂದು ರೀತಿಯಲ್ಲಿ ಯೋಚಿಸುತ್ತೇವೆ.
3330440	4774620	eng	kan	I gave Tom a huge hug.	ನಾನು ಟೊಮನ್ನು ಬಿಗಿಯಾಗಿ ತಬ್ಬಿಕೊಂಡೆ.	ನಾನು ಟಾಮ್ ಗೆ ದೊಡ್ಡ ನರ್ತನವನ್ನು ನೀಡಿದ್ದೇನೆ.
3342770	4776827	eng	kan	You let me down, Tom.	ನೀನು ನನ್ನನು ನಿರಾಶೆ ಮಾಡುತ್ತೀಯ.	ನೀವು ನನ್ನನ್ನು ಕೆಳಗಿಳಿಸಿ, ಟಾಮ್.
3358937	4784819	eng	kan	You shouldn't be here now.	ನೀವು ಇಲ್ಲಿ ಈಗ ಇರಬಾರದು.	ನೀವು ಈಗ ಇಲ್ಲಿರಬೇಕು.
3360364	4774754	eng	kan	You don't think I can do this, do you?	ನೀನು ಇದನ್ನು ಮಾಡಕ್ಕೆ ಆಗುವುದಿಲ್ಲವೆಂದು ನಂಬಿದ್ದೀಯಾ ಅಲ್ವ?	ನಾನು ಇದನ್ನು ಮಾಡಬಹುದೆಂದು ನೀವು ಭಾವಿಸುವುದಿಲ್ಲ, ಅಲ್ಲವೇ?
3392646	4783912	eng	kan	Let's hope we never have to do that.	ಅದನ್ನು ಎಂದಿಗೂ ಮಾಡಬೇಡವೆಂದು ನಂಬೋಣ.	ನಾವು ಅದನ್ನು ಎಂದಿಗೂ ಮಾಡಬೇಕಾಗಿಲ್ಲ ಎಂದು ಭಾವಿಸೋಣ.
3396790	4774741	eng	kan	I'm glad you guys could make it.	ನೀವೆಲ್ಲ ಬಂದಿದ್ದು ನನಗೆ ತುಂಬಾ ಸಂತೋಷ.	ನೀವು ಅದನ್ನು ಮಾಡಲು ನನಗೆ ಖುಷಿಯಾಗಿದೆ.
3402383	4783943	eng	kan	Did Tom ever hurt you?	ಟಾಮ್ ನಿನ್ನನ್ನು ಯಾವಾಗಲಾದರೂ ನೋಯಿಸಿದ್ದಾನಾ?	ಟಾಮ್ ನಿಮ್ಮನ್ನು ಎಂದಾದರೂ ನೋಯಿಸಿದ್ದೀರಾ?
3409370	4776842	eng	kan	We should call off the search.	ನಾವು ಹುಡುಕಾಟವನ್ನು ರದ್ಧುಗೊಳಿಸಬೇಕು.	ನಾವು ಹುಡುಕಾಟದಿಂದ ಕರೆ ಮಾಡಬೇಕು.
3422190	4784812	eng	kan	Tom is very careless.	ಟಾಮ್ ತುಂಬಾನೇ ಅಸಡ್ಡೆ.	ಟಾಮ್ ತುಂಬಾ ಜಾಗರೂಕ.
3431003	4774652	eng	kan	Tom left three hours ago.	ಟಾಮ್ ಮೂರು ಗಂಟೆಯ ಮುಂಚೇನೇ ಹೋದ.	ಟಾಮ್ ಮೂರು ಗಂಟೆಗಳ ಹಿಂದೆ ಹೊರಟುಹೋದರು.
3434098	4776852	eng	kan	When does Tom usually go to the gym?	ಟಾಮ್ ಸಾಮಾನ್ಯವಾಗಿ ಯಾವಾಗ ಜಿಮ್ಮಿಗೆ ಹೋಗುತ್ತಾನೆ?	ಟಾಮ್ ಸಾಮಾನ್ಯವಾಗಿ ಜಿಮ್ ಗೆ ಯಾವಾಗ ಹೋಗುತ್ತಾರೆ?
3484688	4776845	eng	kan	Does Tom have a crush on Mary?	ಟಾಮ್ ಮೇರಿ ಮೇಲೆ ಪ್ರೀತಿ ಇದ್ಯಾ?	ಟಾಮ್ ಗೆ ಮೇರಿ ಮೇಲೆ ಕ್ರಶ್ ಇದೆಯೇ?
3570954	4774672	eng	kan	That is your beauty.	ಅದೇ ನಿನ್ನ ಸೌಂದರ್ಯ.	ಅದು ನಿಮ್ಮ ಸೌಂದರ್ಯ.
3620074	4776836	eng	kan	I don't know how I can ever thank you.	ನಿಮಗೆ ಹೇಗೆ ಧನ್ಯವಾದ ಹೇಳಕ್ಕೆ ಗೊತ್ತಾಗುತ್ತಾ ಇಲ್ಲ.	ನಾನು ನಿಮಗೆ ಹೇಗೆ ಧನ್ಯವಾದಗಳು ಎಂದು ನನಗೆ ಗೊತ್ತಿಲ್ಲ.
3733157	4784820	eng	kan	I must be getting home.	ನಾನು ಮನೆಗೆ ಹೊರಡುತ್ತಾ ಇರಬೇಕು.	ನಾನು ಮನೆಗೆ ಹೋಗುತ್ತಿರಬೇಕು.
3733501	4776855	eng	kan	Stupidity is no excuse.	ಮೂರ್ಖತನಕ್ಕೆ ಯಾವ ಕ್ಷಮೆಯು ಇಲ್ಲ.	ದಡ್ಡತೆ ಕ್ಷಮಿಸಿಲ್ಲ.
3790966	4774189	eng	kan	Open your book on page nine.	ನಿಮ್ಮ ಪುಸ್ತಕವನ್ನು ಒಂಬತ್ತನೆಯ ಪುಟಕ್ಕೆ ತೆರೆಯಿರಿ.	ಪುಟ ಒಂಬತ್ತನೆಯ ನಿಮ್ಮ ಪುಸ್ತಕವನ್ನು ತೆರೆಯಿರಿ.
3818115	4774766	eng	kan	I no longer feel that way about you.	ನಾನು ನಿನನ್ನು ಇನ್ನು ಮುಂದೆ ಅದೇ ರೀತಿಯಲ್ಲಿ ಭಾವಿಸುವುದಿಲ್ಲ.	ನಾನು ಇನ್ನು ಮುಂದೆ ನಿಮ್ಮ ಬಗ್ಗೆ ಹಾಗೆ ಭಾವಿಸುವುದಿಲ್ಲ.
3822569	4775458	eng	kan	Why are you thanking me?	ನೀವು ಯಾಕೆ ನನಗೆ ಧನ್ಯವಾದ ಹೇಳುತ್ತೀರಾ?	ನೀವು ಯಾಕೆ ನನಗೆ ಧನ್ಯವಾದಗಳು?
3858718	4774185	eng	kan	I saw the girl.	ನಾನು ಆ ಹುಡುಗಿ ನೋಡಿದೆ.	ನಾನು ಹುಡುಗಿಯನ್ನು ನೋಡಿದೆ.
4011833	4774770	eng	kan	What could possibly have gone wrong?	ತಪ್ಪು ಆಗುವುದಕ್ಕೆ ಹೇಗೆ ಸಾಧ್ಯ?	ಬಹುಶಃ ತಪ್ಪಾಗಿರಬಹುದು?
4016334	4775463	eng	kan	Isn't that what we should be doing?	ಅದೇ ನಾವು ಮಾಡ್ಬೇಕು ಅಲ್ಲವ?	ನಾವು ಏನು ಮಾಡಬೇಕು?
4132341	4776840	eng	kan	I thought the food was too greasy.	ಆಹಾರಕ್ಕೆ ತುಂಬಾ ಎಣ್ಣೆ ಇತ್ತು ಅಂತ ಅನಿಸಿತು.	ಆಹಾರ ತುಂಬಾ ದುಃಖಕರ ಎಂದು ನಾನು ಭಾವಿಸಿದೆ.
4494014	4774772	eng	kan	That's not really a solution.	ಅದು ಪರಿಹಾರ ಇಲ್ಲವೇ ಇಲ್ಲ.	ಅದು ನಿಜವಾಗಿಯೂ ಪರಿಹಾರವಲ್ಲ.
4494095	4774649	eng	kan	This is a horrible tragedy.	ಇದು ಭಯಾನಕವಾದ ದುರಂತ.	ಇದು ಭಯಾನಕ ದುರಂತ.
4497587	4776868	eng	kan	Do you know what Tom's last name is?	ಟಮಿನ ಉಪನಾಮ ಏನು ಅಂತ ನಿಮಗೆ ಗೊತ್ತ?	ಟಾಮ್ ಅವರ ಕೊನೆಯ ಹೆಸರು ಏನು ಎಂದು ನಿಮಗೆ ತಿಳಿದಿದೆಯೇ?
4501171	4784813	eng	kan	We needed it.	ನಮಗೆ ಬೇಕಾಗಿತ್ತು.	ನಮಗೆ ಅದು ಬೇಕು.
4609657	4774188	eng	kan	Her voice is better.	ಅವಳ ಧ್ವನಿ ಉತ್ತಮವಾಗಿದೆ.	ಅವಳ ಧ್ವನಿ ಉತ್ತಮವಾಗಿದೆ.
4664031	4776858	eng	kan	It cost twice as much as we expected.	ನಾವು ಎಷ್ಟು ನಿರೀಕ್ಷಿಸುತ್ತಾ ಇದ್ದವೋ ಅದಕ್ಕಿಂತ ಎರಡರಷ್ಟು ಬೆಲೆ ಆಯಿತು.	ನಾವು ನಿರೀಕ್ಷಿಸಿದ ಎರಡು ಪಟ್ಟು ವೆಚ್ಚವಾಗುತ್ತದೆ.
4666359	4784791	eng	kan	Tom is a real competitor.	ಟಾಮ್ ಒಬ್ಬ ಒಳ್ಳೆಯ ಪ್ರತಿಸ್ಪರ್ಧಿ.	ಟಾಮ್ ನಿಜವಾದ ಸ್ಪರ್ಧಿ.
4774182	2916062	eng	kan	The boy who came yesterday was my younger brother.	ನಿನ್ನೆ ಬಂದ ಹುಡುಗ ನನ್ನ ತಮ್ಮ ಆಗಿದ್ದ	ನಿನ್ನೆ ಬಂದ ಹುಡುಗ ನನ್ನ ಕಿರಿಯ ಸಹೋದರ.
4931383	2909783	eng	kan	I come inside to drink coffee.	ಒಂದು ಕಾಫಿ ಕುಡಿಯುವುದಕ್ಕೆ ಹೊರಗೆ ಹೋಗುತ್ತೇನೆ	ನಾನು ಕಾಫಿ ಕುಡಿಯಲು ಒಳಗೆ ಬರುತ್ತೇನೆ.
4969644	4969643	eng	kan	To be honest, I really don't know.	ಪ್ರಾಮಾಣಿಕವಾಗಿ ಹೇಳಬೇಕೆಂದರೆ, ನಾನು ಗೊತ್ತಿಲ್ಲ	ಪ್ರಾಮಾಣಿಕವಾಗಿರಲು, ನನಗೆ ನಿಜವಾಗಿಯೂ ಗೊತ್ತಿಲ್ಲ.
5214130	4776868	eng	kan	Do you know what Tom's surname is?	ಟಮಿನ ಉಪನಾಮ ಏನು ಅಂತ ನಿಮಗೆ ಗೊತ್ತ?	ಟಾಮ್ ಅವರ ಉಪನಾಮ ಏನು ಎಂದು ನಿಮಗೆ ತಿಳಿದಿದೆಯೇ?
5371599	5387094	eng	kan	A few firefighters suffered minor injuries.	ಕೆಲವೊಂದು ಅಗ್ನಿಶಾಮಕರು ಗಾಯ ಪಟ್ಟರು.	ಕೆಲವು ಅಗ್ನಿಶಾಮಕ ಯೋಧರು ಸಣ್ಣ ಗಾಯಗಳನ್ನು ಅನುಭವಿಸಿದ್ದಾರೆ.
5379348	5387071	eng	kan	How did you get that scar?	ಆ ಗಾಯ ಹೇಗೆ ಸಿಕ್ಕಿತು?	ನೀವು ಆ ಗಾಯವನ್ನು ಹೇಗೆ ಪಡೆದುಕೊಂಡಿದ್ದೀರಿ?
5379492	5387074	eng	kan	I loved going to the beach.	ನಾನು ದಡಕ್ಕೆ ಹೋಗಲು ಇಷ್ಟಪಡುತ್ತಿದೆ.	ನಾನು ಕಡಲತೀರಕ್ಕೆ ಹೋಗಲು ಇಷ್ಟಪಟ್ಟೆ.
6607701	8901622	eng	kan	My brother and I are good tennis players.	ನಾನು ನನ್ನ ಅಣ್ಣ ಇಬ್ರೂ ಒಳ್ಳೆ ಟೆನಿಸ್ ಆಟಗಾರರು	ನನ್ನ ಸಹೋದರ ಮತ್ತು ನಾನು ಉತ್ತಮ ಟೆನಿಸ್ ಆಟಗಾರರಾಗಿದ್ದೇವೆ.
7770494	8902976	eng	kan	Sure.	ಖಂಡಿತ	ಖಂಡಿತ.
8901601	8901600	eng	kan	This bag is very heavy	ಈ ಚೀಲ ತುಂಬಾ ಭಾರ	ಈ ಚೀಲ ತುಂಬಾ ಭಾರವಾಗಿರುತ್ತದೆ
8901605	8901603	eng	kan	Weather is nice today	ಇವತ್ತು ವೆದರ್ ಚೆನ್ನಾಗಿದೆ	ಇಂದು ಹವಾಮಾನ ಚೆನ್ನಾಗಿದೆ
8901612	8901610	eng	kan	I am not Rich	ನಾನು ಶ್ರೀಮಂತ ಅಲ್ಲ ( naanu shrimanta alla )	ನಾನು ಶ್ರೀಮಂತನಲ್ಲ
8901617	8901615	eng	kan	Look, there's my friend	ನೋಡು, ನನ್ನ ಸ್ನೇಹಿತ	ನೋಡಿ, ನನ್ನ ಸ್ನೇಹಿತನಿದ್ದಾನೆ
8902994	8902992	eng	kan	I am very busy	ನಾನು ತುಂಬಾ ಬಿಝಿ	ನಾನು ತುಂಬಾ ಕಾರ್ಯನಿರತವಾಗಿದೆ
8902998	8902995	eng	kan	Do you need something to drink ?	ಕುಡಿಯೋಕ್ಕೆ ಏನಾದ್ರು ಬೇಕಾ ?	ನಿಮಗೆ ಕುಡಿಯಲು ಏನಾದರೂ ಬೇಕೇ?
8909647	8909646	eng	kan	I would love to see your son !	ನಿನ್ನ ಮಗನನ್ನು ನೋಡಲು ನನಗೆ ತುಂಬಾ ಇಷ್ಟ	ನಾನು ನಿಮ್ಮ ಮಗನನ್ನು ನೋಡಲು ಇಷ್ಟಪಡುತ್ತೇನೆ!
8909651	8909649	eng	kan	Oh !! I just saw an apparition !!	ಅಯ್ಯೋ !! ಈಗ ತಾನೇ ನಾನು ದೆವ್ವದ ರೂಪ ನೋಡಿದೆ !!	ಓಹ್! ನಾನು ಕೇವಲ ಒಂದು ಪ್ರಭಾವವನ್ನು ನೋಡಿದೆ!
8909659	8909658	eng	kan	Sewage water is being treated in this town.	ಈ ಊರಿನಲ್ಲಿ ಕೊಳಚೆ ನೀರಿನ ಶುದ್ದೀಕರಣ ನಡೆಯುತ್ತೆ .	ಈ ಪಟ್ಟಣದಲ್ಲಿ ನೀರು ಚಿಕಿತ್ಸೆ ನೀಡಲಾಗುತ್ತಿದೆ.
8909669	8909666	eng	kan	This wheel wobbles when it runs	ಈ ಚಕ್ರ ಓಡೋವಾಗ ಅಲ್ಲಾಡುತ್ತೆ	ಇದು ಚಲಿಸುವಾಗ ಈ ಚಕ್ರ ಊದಿಕೊಳ್ಳುತ್ತದೆ
8909673	8909670	eng	kan	He always carries a pocketknife	ಅವನತ್ರ ಯಾವಾಗಲೂ ಜೇಬಲ್ಲಿ ಕತ್ತಿಇರುತ್ತೆ	ಅವರು ಯಾವಾಗಲೂ ಪಾಕೆಟ್ ಕ್ವಿಫ್ ಸಾಗಿಸುತ್ತಾರೆ
9315351	4776872	eng	kan	Don't forget to put the fire out.	ಬೆಂಕಿಯನ್ನು ನಂದಿಸುವುದಕ್ಕೆ ಮರೆಯಬೇಡಿ.	ಬೆಂಕಿಯನ್ನು ಹೊರಹಾಕಲು ಮರೆಯಬೇಡಿ.
